dt,phase_1-0,phase_2-1,phase_3-2,phase_0-3
0.046,2.571317996194267,-0.27261702188913506,-2.856993797741512,0.55829282343638
0.047,2.630580329360483,-0.41699360399191004,-2.985213855219526,0.7716271298509535
0.046,2.582328048773289,-0.48788996616026314,-2.640842578590196,0.5464044959771703
0.046,2.6559342850548986,-0.42204421727189906,-2.9020083177600218,0.6681182499770221
0.042,2.776034634228858,-0.5278438556018152,-2.7306699474040665,0.48247916877702385
0.053,2.578924327844577,-0.40989409721672443,-2.754626866677917,0.5855966360500644
0.047,2.4928604834933585,-0.4460894764914222,-2.817833544770904,0.7710625377689682
0.048,2.6097615590439975,-0.5283701083167693,-2.757636480775138,0.6762450300479099
0.043,2.7648210561878663,-0.4871497847196983,-2.8717839040079833,0.5941126325398153
0.045,2.6096270519474003,-0.35886349656358296,-2.75564960370818,0.5048860483243627
0.039,2.6141300867467088,-0.2775675296349317,-2.86022673865451,0.5236641815427328
0.047,2.6768776812010646,-0.4235691715442735,-2.858079883367221,0.6047713737104298
0.044,2.728364476309402,-0.5272668026102297,-2.8438718620918046,0.6427741883926322
0.044,2.6405157836548434,-0.4182636255564743,-2.802200985662338,0.5799488275639691
0.048,2.620562770956703,-0.3135188383857606,-2.990878605053248,0.6838346724823058
0.034,2.7977571417037663,-0.2987189403299265,-3.073247403190775,0.5742092018169348
0.047,2.6726647634744087,-0.37082527274369376,-2.8895513272064517,0.5877118364757368
0.046,2.688887468810348,-0.3531376003712891,-2.9072810387909493,0.5715311703518903
