dt,phase_1-0,phase_2-1,phase_3-2,phase_0-3,dis
0.049,2.267092106304448,-2.5707237020805347,-1.85280677264974,2.1564383684258277,3.1
0.047,2.150872467497249,-2.4793663871427225,-1.7845346005777978,2.113028520223271,3.14
0.049,2.113779311215865,-2.447531760581729,-1.8061976977169456,2.139950147082809,3.13
0.047,2.1133301665491584,-2.54477590087144,-1.7347664278010246,2.1662121621233066,3.11
0.047,2.152387329217913,-2.5991290808784173,-1.7548760412652242,2.2016177929257283,3.09
0.048,2.051753621197232,-2.62323339306559,-1.6226723096890905,2.194152081557448,3.1
0.049,2.161801652564085,-2.5853456442203075,-1.7415354867961377,2.1650794784523604,3.11
0.048,2.0936293106153534,-2.537694652080423,-1.7430118410387363,2.1870771825038062,3.12
0.052,2.03866970139885,-2.584063726532584,-1.6311312765292767,2.17652530166301,3.16
0.045,2.0236207499353123,-2.450676435066015,-1.8006942237582702,2.2277499088889727,3.12
0.048,2.145400505805419,-2.609743738589817,-1.7696031591011945,2.2339463918855924,3.15
0.047,2.131649066610003,-2.5213553745411788,-1.7022097803030096,2.0919160882341856,3.15
0.047,2.0749380803635944,-2.625107553365187,-1.636902948790395,2.1870724217919872,3.14
0.05,2.1645303721844478,-2.591538400750255,-1.6592311306815233,2.086239159247331,3.14
0.047,2.048461645027748,-2.4869675351729525,-1.7257510538984293,2.164256944043634,3.1
0.049,2.115955353170759,-2.603598239536554,-1.5670537185430071,2.0546966049088025,3.11
0.048,2.1058000793369,-2.5588837029975653,-1.630916509956417,2.084000133617082,3.03
0.047,1.9969280589972196,-2.574329788203786,-1.651996452511122,2.229398181717688,3.0
0.047,2.067853882835584,-2.6242829104513343,-1.474267571338689,2.030696598954439,3.07
0.049,1.975129912767977,-2.557247246709873,-1.5486595592336012,2.130776893175497,3.03
0.05,2.005954794235212,-2.6207741257242967,-1.4616756265498152,2.0764949580389,3.04
0.05,2.0175925126701024,-2.685859231747444,-1.392588105307734,2.060854824385076,3.0
0.046,1.962751878693236,-2.514701987524107,-1.5079516144025558,2.059901723233427,3.06
0.047,1.9099690096537552,-2.601264160115774,-1.536595479866437,2.227890630328456,3.1
0.047,1.8881576121918444,-2.4660067171229376,-1.638121598936548,2.215970703867641,3.11
0.047,1.916965898583772,-2.5956320515279683,-1.536564057696719,2.2152302106409154,3.09
0.049,1.9194578250855752,-2.577327102880443,-1.5566843357704216,2.2145536135652897,3.09
0.05,1.966696195471065,-2.5435158108531555,-1.7158040457852934,2.292623661167384,3.06
0.047,1.906189529966752,-2.618087556732435,-1.4577817340815713,2.1696797608472544,3.1
0.046,1.9111943538296543,-2.694480364700269,-1.3672205529901769,2.150506563860792,3.09
0.051,1.887714347984015,-2.690346939231432,-1.3400656525349748,2.142698243782392,3.07
0.045,1.7479627489934455,-2.6333904389914244,-1.3369346366757755,2.2223623266737547,3.04
0.049,1.8704561541294469,-2.711965289946673,-1.3499149976050488,2.1914241334222755,3.04
0.048,1.7982176151195075,-2.595694835931011,-1.3124575756915804,2.1099347965030835,3.05
0.05,1.8146871737390533,-2.6656565436560307,-1.395895954312253,2.2468653242292307,3.07
0.045,1.900094856786493,-2.7188714666989733,-1.4945290548069972,2.3133056647194774,3.07
0.052,1.797407565440813,-2.684581750395683,-1.3057371558630142,2.192911340817884,3.07
0.044,1.7816761408225674,-2.62676832559766,-1.3305674875028093,2.1756596722779014,3.08
0.051,1.7626143680653414,-2.590093913303077,-1.395270830652436,2.222750375890172,3.04
0.049,1.7719849442368487,-2.727005531060209,-1.105086064242069,2.0601066510654293,3.03
0.046,1.803815904936282,-2.6582482065041897,-1.4036054423380178,2.2580377439059256,3.05
0.046,1.826391027846139,-2.7632469487782068,-1.22362636780182,2.160482288733888,3.02
0.051,1.7665377687144035,-2.725884462082077,-1.2891883337859886,2.248535027153661,3.02
0.047,1.8573537809586136,-2.808849881041537,-1.1537016770135609,2.105197777096484,3.01
0.047,1.7639101057573496,-2.8177029794029145,-1.1599458683932409,2.2137387420388057,3.02
0.05,1.8336528763633624,-2.806148851781374,-1.196075298312845,2.168571273730857,3.0
0.048,1.7353386639670432,-2.7426298032043865,-1.2177472312238635,2.225038370461207,3.0
0.048,1.773529346441134,-2.8048847227656184,-0.994136538349671,2.0254919146741552,2.98
0.045,1.7446577710969924,-2.8056207702500298,-1.02530006048942,2.0862630596424574,2.98
0.049,1.713673913834645,-2.8252314800648173,-1.0333645750253522,2.1449221412555244,2.98
0.05,1.7246645646155567,-2.785686352205913,-1.242350065495095,2.303371853085452,2.93
0.048,1.5442815402420085,-2.751996491693598,-1.1544446155393364,2.362159566990926,2.93
0.046,1.609715683660286,-2.891531303808276,-0.9116586830700228,2.1934743032180126,2.9
0.05,1.6080133830996293,-2.773967834952046,-1.0323446540853518,2.1982991059377683,2.91
0.052,1.5356745153314375,-2.806497446256115,-1.0020822439310502,2.2729051748557274,2.88
0.045,1.5648809094289051,-2.794869309548856,-1.048640028743018,2.278628428862969,2.87
0.049,1.5487154767774929,-2.9114235691534023,-0.9014814902934468,2.2641895826693563,2.84
0.047,1.6746751350747835,-2.9451255876470745,-0.8869814516029092,2.1574319041752,2.82
0.046,1.396186417665055,-2.8721325716687844,-0.8615229275070913,2.3374690815108203,2.83
0.048,1.5156196729962803,-2.981910340911873,-0.6422280328854408,2.1085187008010338,2.83
0.048,1.4576089592999764,-2.928337143024242,-0.8636477614478615,2.3343759451721278,2.79
0.045,1.4184732853776392,-2.9499781756161334,-0.6733236957018732,2.204828585940368,2.79
0.05,1.356292469142184,-2.919089175327429,-0.798620176828281,2.3614168830135265,2.8
0.049,1.3952962224415786,-2.903781595118789,-0.8638913346944384,2.372376707371649,2.77
0.048,1.219178690416589,-2.8650363552539453,-0.817548590133492,2.463406254970848,2.75
0.048,1.3157316137352295,-2.8571292869119005,-0.9231068400568472,2.4645045132335177,2.72
0.046,1.171107637299713,-2.8587203576521216,-0.8303331684700931,2.517945888822502,2.71
0.05,1.178561555726017,-2.837888819966077,-0.8338086690746878,2.493135933314748,2.68
0.051,1.12340696968823,-2.884453476601305,-0.6979633164384408,2.4590098233515154,2.65
0.045,1.1271630825444592,-2.9385467755422465,-0.6648717405924509,2.4762554335902385,2.62
0.047,0.9950624601070748,-2.7781901592796103,-0.7824401985214542,2.56556789769399,2.59
0.049,1.087244078178473,-2.882321935790872,-0.5315073815312149,2.3265852391436144,2.58
0.05,0.979625061424764,-2.8336517094206077,-0.6507797521244281,2.504806400120271,2.57
0.048,0.9961127123459984,-2.907753259411152,-0.5389529305603994,2.450593477625553,2.6
0.045,1.0275450768081311,-2.9873839114793843,-0.5219277728399042,2.4817666075111573,2.57
0.049,0.8492296621505687,-2.91888320460656,-0.5056022767704969,2.5752558192264874,2.58
0.049,0.7603137449048468,-2.8483509348270832,-0.408091482698316,2.4961286726205523,2.56
0.045,0.8073842272516732,-2.860232615709272,-0.3245001698048373,2.3773485582624363,2.57
0.049,0.7688654450660104,-2.9054118952520165,-0.3285331013543687,2.465079551540375,2.55
0.049,0.6006867572219581,-2.906733649945734,-0.3261039690046894,2.6321508617284657,2.56
0.048,0.5362517612508776,-2.8356324713939816,-0.263489403423825,2.562870113566929,2.56
0.047,0.6117168481761067,-2.891065069455085,-0.0897576852845173,2.369105906563496,2.54
0.049,0.3593431931533775,-2.8176023486767807,-0.1295020111975821,2.587761166720985,2.55
0.049,0.3894298746012938,-2.876924484556145,0.0880556975002289,2.3994389124546225,2.55
0.049,0.4082476016127521,-2.846231603930625,0.0912000045427783,2.3467839977750944,2.55
0.046,0.3429556310554581,-2.8964401593885087,-0.0223780172152685,2.5758625455483197,2.55
0.046,0.2157801953526974,-2.9222115387834915,-0.0057554167892395,2.712186760220034,2.56
0.049,0.1014997399846469,-2.811945858396104,-0.0451814294534684,2.755627547864925,2.49
0.05,0.1983492789222227,-2.891564156631594,0.0463622041048424,2.6468526736045286,2.57
0.047,0.0976820598041017,-2.898887468257887,0.2100521831577496,2.5911532252960354,2.52
0.046,0.0670925407687378,-2.8978072189864,0.2909326700026285,2.5397820082150337,2.53
0.051,-0.0243061732079361,-2.866821113365257,0.1498156366302591,2.7413116499429337,2.49
0.045,-0.0940451928358717,-2.851754872162233,0.2153060875310885,2.730493977467016,2.48
0.051,-0.0965936727010559,-2.8557380110497323,0.1490523807812297,2.803279302969558,2.47
0.046,-0.20545523602677,-2.8082407475369253,0.1520941029973224,2.861601880566373,2.44
0.048,-0.2348356305787388,-2.8155662248346576,0.2527043077933452,2.7976975476200514,2.5
0.049,-0.1182266523535321,-2.81932095165667,0.2363852201786146,2.701162383831588,2.51
0.051,-0.2136984498356039,-2.673511274400978,0.02333129817134,2.863878426065242,2.5
0.048,-0.1588707485319152,-2.7831661368060066,0.0848685536793845,2.857168331658537,2.49
0.047,-0.1877711111233142,-2.721635964692805,0.0697966233385705,2.839610452477549,2.48
0.048,-0.2931106262043267,-2.7053049020523487,0.2074546136607643,2.790960914595912,2.47
0.047,-0.3619166383797506,-2.684797410969264,0.1476546631620781,2.8990593861869365,2.47
0.048,-0.2509707631240843,-2.69729974953147,-0.1002987148674336,3.048569227522988,2.48
0.046,-0.3467747273393821,-2.609909315395209,-0.0174085887431885,2.9740926314777805,2.46
0.048,-0.3487862204566326,-2.6810375622009963,0.0731521686572881,2.956671614000341,2.48
0.05,-0.4235278818033624,-2.6350676095195693,0.1830958599601164,2.875499631362815,2.49
0.047,-0.5264830819125229,-2.672435618957401,0.2178335269098944,2.9810851739600293,2.48
0.049,-0.5690722117956363,-2.7778990347647072,0.2237317278471529,3.1232395187131905,2.49
0.047,-0.5631613162435285,-2.700090202897191,0.2655585994824119,2.9976929196583075,2.49
0.047,-0.6195400269737076,-2.791265990052022,0.3974743846582746,3.013331632367455,2.49
0.052,-0.9283316985676866,-2.704402746893165,0.6894185479471051,2.943315897513747,2.5
0.046,-0.8345841047447228,-2.7350591154604658,0.4908861571613436,3.0787570630438448,2.52
0.05,-1.0304149287364817,-2.7361602718081923,0.6703519869518629,3.096223213592811,2.55
0.045,-0.8890680090040365,-2.939584233417789,0.7730073969586496,3.0556448454631764,2.55
0.05,-1.0213390020962303,-2.7665668402527466,1.0090440626942718,2.7788617796547053,2.56
0.048,-0.9822677854738908,-2.824761962366133,0.8934158882683868,2.913613859571637,2.58
0.046,-1.0696888769793698,-2.857848030984504,0.947973891563284,2.979563016400589,2.59
0.048,-1.0625504317434231,-2.8756786237836147,0.9089700639212264,3.029258991605812,2.58
0.049,-1.174688920990493,-2.951644823855996,1.1788021926102965,2.947531552236193,2.61
0.048,-1.1566603346893445,-2.883488223585956,1.183956364156221,2.8561921941190795,2.58
0.047,-1.0987138665749818,-2.912984627013929,1.1188454638022405,2.89285302978667,2.61
0.049,-1.2672754517174971,-2.7806087953557115,1.1706471440814183,2.8772371029917903,2.63
0.048,-1.1575199941563978,-2.845812274245868,1.0354452910738676,2.9678869773283973,2.66
0.049,-1.2878111797944063,-2.8317014803849845,1.309207437894152,2.8103052222852387,2.66
0.045,-1.341760613193833,-2.807109242010453,1.3425589605755326,2.806310894628754,2.66
0.049,-1.3040740683333512,-2.771938069897713,1.380695705905896,2.695316432325168,2.65
0.048,-1.331440422383092,-2.77365213154815,1.2689257853657865,2.8361667685654552,2.66
0.051,-1.3192528743110965,-2.7664351235685456,1.2178678016361584,2.867820196243484,2.69
0.049,-1.3962892244537106,-2.7782503152020293,1.2496322335092795,2.9249073061464603,2.73
0.044,-1.483454792114253,-2.6440902484030286,1.2733135093490129,2.854231531168269,2.7
0.049,-1.49391112364148,-2.728747457618512,1.3966172389447795,2.826041342315212,2.72
0.048,-1.299106737571545,-2.7943373945309515,1.2797519890684894,2.8136921430340074,2.77
0.049,-1.5306820052796872,-2.729263421245462,1.3969039413104976,2.863041485214652,2.81
0.045,-1.3988657228867836,-2.720832604433357,1.444024118242157,2.675674209077984,2.82
0.054,-1.4948550042494149,-2.6761805026561447,1.3710658777204086,2.799969629185151,2.87
0.045,-1.5187795029066276,-2.6924353033676,1.45306588991734,2.758148916356888,2.84
0.046,-1.42699082810585,-2.6922302833646645,1.2915664098536457,2.827654701616869,2.85
0.047,-1.5555342194087671,-2.695712010804859,1.5346527372639436,2.716593492949683,2.84
0.049,-1.6169637369900676,-2.599299722580647,1.532819138237289,2.6834443213334254,2.82
0.053,-1.573760782649013,-2.670095830857772,1.4982422929004946,2.74561432060629,2.84
0.049,-1.4610419847929172,-2.638757560839058,1.183243298427663,2.916556247204312,2.87
0.046,-1.4582811709685166,-2.6352452476062496,1.257577853656183,2.835948564918583,2.88
0.045,-1.548665758934435,-2.7396041578290955,1.6744862522413773,2.613783664522153,2.89
0.052,-1.735989830775834,-2.6483077281405825,1.6028053943833858,2.781492164533031,2.95
0.043,-1.4567230759120322,-2.723293761465711,1.4093193698098516,2.7706974675678917,2.96
0.049,-1.6063619461002931,-2.663088784939256,1.6155231306330762,2.653927600406473,2.94
0.047,-1.6654753946373215,-2.624308549131389,1.7271124082932936,2.562671535475417,3.01
0.049,-1.6552158303596491,-2.681286305659787,1.673823018047458,2.6626791179719778,3.02
0.048,-1.7484692402503663,-2.662195588954885,1.634755022689536,2.775909806515715,3.04
0.05,-1.5394858717040478,-2.735655541584425,1.6013289491508662,2.6738124641376064,3.04
0.048,-1.5258775460443903,-2.731494158729955,1.4192280053003177,2.838143699474028,3.08
0.045,-1.6030501513828777,-2.6082119672328834,1.4989141758912174,2.712347942724544,3.07
0.047,-1.6129482128975643,-2.718361135922763,1.6893966254640558,2.641912723356272,3.05
0.05,-1.4679996564899924,-2.68631932403456,1.4585982283699577,2.695720752154595,3.08
0.046,-1.617288821207355,-2.706604334903114,1.6425181236716984,2.681375032438771,3.13
0.052,-1.527102501010772,-2.7779006716323624,1.831587827412012,2.4734153452311225,3.15
0.05,-1.5647706433311932,-2.7720377342589133,1.8468097977210252,2.489998579869081,3.11
0.045,-1.6583813920053725,-2.7736146810198927,1.982418257324644,2.4495778157006214,3.17
0.046,-1.7654719840655235,-2.71266071671108,1.7926133417241483,2.685519359052454,3.23
0.05,-1.6278392328238536,-2.7900361336857245,1.7500067257646386,2.66786864074494,3.22
0.045,-1.760526065583642,-2.729979988469225,1.710395456086683,2.780110597966184,3.22
0.049,-1.7601127769462153,-2.749846719753253,1.902873552830889,2.607085943868579,3.23
0.049,-1.758873744034205,-2.742560332157222,1.8058785242831557,2.6955555519082712,3.28
0.047,-1.6711602829057686,-2.7643629462968,1.7849990080405844,2.650524221161984,3.25
0.052,-1.7896589937615477,-2.638073337353383,1.7786433820267844,2.649088949088146,3.24
0.045,-1.6925184232687038,-2.7453067765396204,2.0847452294487634,2.353079970359561,3.25
0.045,-1.8721864909925112,-2.5012832428294813,1.9362201382572928,2.4372495955646998,3.23
0.053,-1.8877178309205236,-2.542238520691224,2.002532132126672,2.427424219485075,3.24
0.045,-1.8661404225474485,-2.5837633392170094,1.9018471231752856,2.548056638589172,3.21
0.047,-1.8990825047195568,-2.5347535486599244,2.0642622792635064,2.369573774115975,3.23
0.051,-1.793995658374266,-2.5745971424365552,2.116095935594638,2.2524968652161834,3.21
0.049,-1.874602803840924,-2.529971514286827,1.9216220310947976,2.482952287032953,3.23
0.047,-1.8542772141401132,-2.5880934571094696,2.0351205297085846,2.407250141540998,3.19
0.046,-1.759572488341411,-2.5680696934400205,2.041161888342168,2.286480293439264,3.2
0.05,-1.8387887004278007,-2.6264932456658308,2.092520254869496,2.3727616912241363,3.18
0.047,-1.744430147150873,-2.6709455093485683,2.204942910401096,2.2104327460983457,3.17
0.05,-1.736470723898948,-2.6478686406434946,2.0386367946927697,2.345702569849673,3.15
0.05,-1.6871042768959366,-2.668509438042067,1.881724480015937,2.473889234922066,3.15
0.045,-1.720524959661382,-2.6293110263589794,1.9219915274308257,2.427844458589535,3.15
0.045,-1.780110007110684,-2.556344461866062,1.916938233045476,2.4195162359312703,3.13
0.049,-1.738995454693342,-2.694881478052532,2.101402260326467,2.3324746724194068,3.14
0.048,-1.7145896334518884,-2.648313703515726,2.018992829145805,2.3439105078218097,3.13
0.05,-1.7496483289045708,-2.733517423561117,2.047887375261323,2.4352783772043645,3.11
0.048,-1.8247292964470772,-2.6399584203755557,2.079983905147597,2.384703811675036,3.1
0.049,-1.8637784175731744,-2.671393464933324,2.2397062703913457,2.2954656121151524,3.01
0.047,-1.9031920425494544,-2.5761411887146286,2.0434402811107013,2.4358929501533817,3.09
0.044,-1.7519489058831172,-2.82931329901049,2.33937294165695,2.2418892632366565,3.07
0.049,-1.8818307913890888,-2.5520348257264898,2.2691350333617977,2.164730583753781,3.03
0.049,-1.9720267145353516,-2.5445713629429214,2.24878124331113,2.267816834167143,3.03
0.052,-1.872380033041717,-2.707487972355015,2.371026496317878,2.2088415090788542,3.0
0.046,-1.927079074271028,-2.5619232412674684,2.2461353916140165,2.2428669239244803,2.99
0.046,-1.9161217546203049,-2.5228077887421105,2.1860612208881367,2.2528683224742787,2.98
0.047,-2.09694296246528,-2.4031821437118634,2.246681753990778,2.2534433521863653,2.97
0.053,-1.8387775856635773,-2.585293248686164,2.347085096267936,2.076985738081805,2.96
0.047,-1.9306528496031476,-2.4991560880630783,2.396615035119043,2.033193902547183,2.94
0.046,-1.9597488586523384,-2.458020987668176,2.1977019662563606,2.220067880064154,2.94
0.048,-2.0178449220983747,-2.4954666855823797,2.4458812013316726,2.067430406349081,2.93
0.052,-2.097908022313018,-2.3832371434703914,2.432375179590014,2.0487699861933955,2.9
0.046,-1.994505832450144,-2.4316179426565867,2.3714961314137004,2.05462764369303,2.88
0.045,-1.9519184483368648,-2.366054765335541,2.3539033781591687,1.964069835513237,2.84
0.05,-2.0809666366327098,-2.2922282151412428,2.4008839944333014,1.9723108573406507,2.83
0.049,-1.910550934099775,-2.434001247314865,2.4654851374232805,1.8790670439913597,2.81
0.049,-2.09211819729496,-2.331369437443174,2.548307556359255,1.8751800783788783,2.79
0.047,-1.9774397214827104,-2.3630253460892146,2.494553324465969,1.845911743105956,2.78
0.044,-2.0618270482418573,-2.332780887119148,2.420578014483993,1.974029920877013,2.75
0.051,-1.903445901626737,-2.3542278614768715,2.2557291472391774,2.0019446158644314,2.74
0.048,-1.970623996454355,-2.263999528729173,2.428148697102169,1.8064748280813587,2.72
0.046,-2.009706305119105,-2.2288343591133155,2.355263114435432,1.8832775497969885,2.69
0.049,-1.9426836505561096,-2.274192562577493,2.431899996236779,1.7849762168968242,2.68
0.049,-2.101843831074795,-2.075724003812615,2.416119210164132,1.7614486247232783,2.65
0.047,-2.073497968634575,-2.15845863448452,2.38358237180038,1.8483742313187148,2.63
0.048,-2.098811201043541,-2.1578877920248467,2.3495447076881737,1.907154285380214,2.6
0.052,-2.147996421482067,-2.0107347723860878,2.488439255054899,1.6702919388132549,2.61
0.043,-2.095054543039185,-1.991800420157939,2.316771364211814,1.7700835989853103,2.59
0.052,-2.1577580757627475,-1.9903985021151056,2.4655584908871,1.6825980869907535,2.57
0.045,-2.217915414791852,-1.9389707732771977,2.440073200799474,1.716812987269576,2.56
0.049,-2.0411089512761365,-1.9999475886757367,2.5960987622257323,1.4449577777261409,2.57
0.047,-2.196148599815201,-1.7145732037995898,2.4304675568677854,1.4802542467470057,2.55
0.049,-2.3095314105751994,-1.7233136472666128,2.484209796094193,1.5486352617476191,2.52
0.045,-2.207117684534555,-1.5897611026775118,2.3372453623018297,1.4596334249102372,2.51
0.048,-2.240181763579728,-1.723073688044864,2.50522197557841,1.458033476046182,2.51
0.052,-2.23188192897658,-1.7188067536964,2.6140896046191804,1.3365990780537993,2.5
0.046,-2.2217539420601837,-1.5724028171496125,2.5494703500878235,1.244686409121972,2.51
0.05,-2.231679278022582,-1.4607301381737476,2.310041551828524,1.3823678643678057,2.49
0.046,-2.307192499265976,-1.4434255415950197,2.3245153317039926,1.4261027091570029,2.47
0.049,-2.233272297453313,-1.4112891604782791,2.4021568852599304,1.2424045726716615,2.44
0.053,-2.322599054843941,-1.3742085309212322,2.4709600992974994,1.2258474864676738,2.45
0.043,-2.3691512121749443,-1.297896961687291,2.361518794920714,1.3055293789415217,2.4
0.049,-2.421446918727104,-1.2187030858625738,2.471898934271917,1.1682510703177604,2.42
0.049,-2.41913450496553,-1.2334820827905328,2.3736260692357494,1.2789905185203134,2.38
0.044,-2.462372505353833,-1.1514394486040356,2.405181080752,1.2086308732058684,2.41
0.052,-2.465186154132503,-1.0845102214139983,2.429553690944774,1.120142684601727,2.39
0.044,-2.572759334461733,-0.9594702062956184,2.3881856144132065,1.1440439263441449,2.4
0.05,-2.4938813389068684,-0.9003261537206038,2.396640017574917,0.9975674750525546,2.39
0.049,-2.5018005847817637,-0.864175945953744,2.405817949526272,0.9601585812092358,2.39
0.048,-2.4383873024061318,-0.8241934790816356,2.360134131830921,0.9024466496568458,2.38
