[2025-09-02 18:51:29.294] [info] topic=vd/line/dis, payload={"dis": 20.39, "dis_est": 20.382069902419932}
[2025-09-02 18:51:29.345] [info] topic=vd/line/dis, payload={"dis": 20.39, "dis_est": 20.38914949644281}
[2025-09-02 18:51:29.394] [info] topic=vd/line/dis, payload={"dis": 20.4, "dis_est": 20.39641058894069}
[2025-09-02 18:51:29.442] [info] topic=vd/line/dis, payload={"dis": 20.37, "dis_est": 20.39881012718054}
[2025-09-02 18:51:29.495] [info] topic=vd/line/dis, payload={"dis": 20.41, "dis_est": 20.406582282696338}
[2025-09-02 18:51:29.539] [info] topic=vd/line/dis, payload={"dis": 20.44, "dis_est": 20.416552727332913}
[2025-09-02 18:51:29.588] [info] topic=vd/line/dis, payload={"dis": 20.42, "dis_est": 20.423611172563263}
[2025-09-02 18:51:29.636] [info] topic=vd/line/dis, payload={"dis": 20.43, "dis_est": 20.430395857193584}
[2025-09-02 18:51:29.685] [info] topic=vd/line/dis, payload={"dis": 20.41, "dis_est": 20.434836475340443}
[2025-09-02 18:51:29.728] [info] topic=vd/line/dis, payload={"dis": 20.44, "dis_est": 20.44157001622082}
[2025-09-02 18:51:29.770] [info] topic=vd/line/dis, payload={"dis": 20.44, "dis_est": 20.447114665771018}
[2025-09-02 18:51:29.828] [info] topic=vd/line/dis, payload={"dis": 20.44, "dis_est": 20.45368631420347}
[2025-09-02 18:51:29.871] [info] topic=vd/line/dis, payload={"dis": 20.45, "dis_est": 20.45900330033332}
[2025-09-02 18:51:29.916] [info] topic=vd/line/dis, payload={"dis": 20.47, "dis_est": 20.46657951972457}
[2025-09-02 18:51:29.970] [info] topic=vd/line/dis, payload={"dis": 20.46, "dis_est": 20.473101283312566}
[2025-09-02 18:51:30.015] [info] topic=vd/line/dis, payload={"dis": 20.48, "dis_est": 20.48063513250973}
[2025-09-02 18:51:30.064] [info] topic=vd/line/dis, payload={"dis": 20.49, "dis_est": 20.4889391716164}
[2025-09-02 18:51:30.109] [info] topic=vd/line/dis, payload={"dis": 20.49, "dis_est": 20.495793055764015}
[2025-09-02 18:51:30.161] [info] topic=vd/line/dis, payload={"dis": 20.49, "dis_est": 20.50274552715711}
[2025-09-02 18:51:30.211] [info] topic=vd/line/dis, payload={"dis": 20.49, "dis_est": 20.5087019210977}
[2025-09-02 18:51:30.261] [info] topic=vd/line/dis, payload={"dis": 20.51, "dis_est": 20.515315568316083}
[2025-09-02 18:51:30.313] [info] topic=vd/line/dis, payload={"dis": 20.52, "dis_est": 20.523967060668333}
[2025-09-02 18:51:30.354] [info] topic=vd/line/dis, payload={"dis": 20.49, "dis_est": 20.526640026525346}
[2025-09-02 18:51:30.402] [info] topic=vd/line/dis, payload={"dis": 20.49, "dis_est": 20.528761647817472}
[2025-09-02 18:51:30.452] [info] topic=vd/line/dis, payload={"dis": 20.51, "dis_est": 20.5329456062144}
[2025-09-02 18:51:30.498] [info] topic=vd/line/dis, payload={"dis": 20.53, "dis_est": 20.538882389651178}
[2025-09-02 18:51:30.549] [info] topic=vd/line/dis, payload={"dis": 20.52, "dis_est": 20.543381524584724}
[2025-09-02 18:51:30.595] [info] topic=vd/line/dis, payload={"dis": 20.53, "dis_est": 20.547804392416744}
[2025-09-02 18:51:30.644] [info] topic=vd/line/dis, payload={"dis": 20.55, "dis_est": 20.554465567506668}
[2025-09-02 18:51:30.689] [info] topic=vd/line/dis, payload={"dis": 20.54, "dis_est": 20.55860658819831}
[2025-09-02 18:51:30.741] [info] topic=vd/line/dis, payload={"dis": 20.54, "dis_est": 20.56291688002314}
[2025-09-02 18:51:30.782] [info] topic=vd/line/dis, payload={"dis": 20.52, "dis_est": 20.56298799884563}
[2025-09-02 18:51:30.833] [info] topic=vd/line/dis, payload={"dis": 20.52, "dis_est": 20.564566542234402}
[2025-09-02 18:51:30.884] [info] topic=vd/line/dis, payload={"dis": 20.56, "dis_est": 20.570379196511915}
[2025-09-02 18:51:30.928] [info] topic=vd/line/dis, payload={"dis": 20.54, "dis_est": 20.57243778600183}
[2025-09-02 18:51:30.978] [info] topic=vd/line/dis, payload={"dis": 20.55, "dis_est": 20.575852542665935}
[2025-09-02 18:51:31.024] [info] topic=vd/line/dis, payload={"dis": 20.56, "dis_est": 20.57906115511159}
[2025-09-02 18:51:31.075] [info] topic=vd/line/dis, payload={"dis": 20.55, "dis_est": 20.581391142688616}
[2025-09-02 18:51:31.120] [info] topic=vd/line/dis, payload={"dis": 20.58, "dis_est": 20.586489621449502}
[2025-09-02 18:51:31.167] [info] topic=vd/line/dis, payload={"dis": 20.6, "dis_est": 20.594034613431965}
